#         t          x          y          z         vx         vy         vz
      6.008     20.233     77.191     60.021     82.298   -112.748    -32.087
      6.009     20.315     77.079     59.989     82.200   -113.022    -32.317
      6.010     20.397     76.965     59.956     82.101   -113.297    -32.546
      6.011     20.479     76.852     59.924     82.002   -113.572    -32.776
      6.012     20.561     76.738     59.891     81.902   -113.847    -33.006
      6.013     20.643     76.624     59.858     81.801   -114.123    -33.237
      6.014     20.725     76.510     59.824     81.701   -114.398    -33.468
      6.015     20.807     76.395     59.791     81.599   -114.674    -33.699
      6.016     20.888     76.281     59.757     81.498   -114.949    -33.930
      6.017     20.970     76.166     59.723     81.396   -115.225    -34.162
      6.018     21.051     76.050     59.689     81.293   -115.501    -34.394
      6.019     21.132     75.935     59.654     81.190   -115.777    -34.627
      6.020     21.213     75.819     59.619     81.086   -116.053    -34.860
      6.021     21.294     75.702     59.584     80.982   -116.330    -35.093
      6.022     21.375     75.586     59.549     80.878   -116.606    -35.326
      6.023     21.456     75.469     59.514     80.773   -116.883    -35.560
      6.024     21.537     75.352     59.478     80.667   -117.160    -35.794
      6.025     21.617     75.235     59.442     80.561   -117.437    -36.029
      6.026     21.698     75.117     59.406     80.454   -117.714    -36.264
      6.027     21.778     75.000     59.370     80.347   -117.991    -36.499
      6.028     21.859     74.881     59.333     80.240   -118.269    -36.735
      6.029     21.939     74.763     59.296     80.132   -118.546    -36.971
      6.030     22.019     74.644     59.259     80.023   -118.824    -37.207
      6.031     22.099     74.525     59.222     79.914   -119.102    -37.443
      6.032     22.179     74.406     59.184     79.805   -119.380    -37.680
      6.033     22.259     74.287     59.146     79.695   -119.658    -37.918
      6.034     22.338     74.167     59.108     79.584   -119.936    -38.155
      6.035     22.418     74.047     59.070     79.473   -120.215    -38.393
      6.036     22.497     73.926     59.031     79.362   -120.493    -38.632
      6.037     22.576     73.806     58.993     79.250   -120.772    -38.871
      6.038     22.656     73.685     58.954     79.137   -121.051    -39.110
      6.039     22.735     73.564     58.914     79.024   -121.330    -39.349
      6.040     22.814     73.442     58.875     78.911   -121.609    -39.589
      6.041     22.893     73.320     58.835     78.797   -121.888    -39.829
      6.042     22.971     73.198     58.795     78.682   -122.168    -40.070
      6.043     23.050     73.076     58.755     78.567   -122.448    -40.311
      6.044     23.128     72.953     58.715     78.451   -122.728    -40.552
      6.045     23.207     72.831     58.674     78.335   -123.008    -40.794
      6.046     23.285     72.707     58.633     78.218   -123.288    -41.036
      6.047     23.363     72.584     58.592     78.101   -123.568    -41.279
      6.048     23.441     72.460     58.551     77.983   -123.848    -41.521
      6.049     23.519     72.336     58.509     77.865   -124.129    -41.765
      6.050     23.597     72.212     58.467     77.746   -124.410    -42.008
      6.051     23.675     72.088     58.425     77.626   -124.691    -42.252
      6.052     23.752     71.963     58.383     77.506   -124.972    -42.497
      6.053     23.830     71.838     58.340     77.386   -125.253    -42.741
      6.054     23.907     71.712     58.297     77.264   -125.535    -42.986
      6.055     23.984     71.587     58.254     77.143   -125.816    -43.232
      6.056     24.061     71.461     58.211     77.020   -126.098    -43.478
      6.057     24.138     71.334     58.167     76.898   -126.380    -43.724
      6.058     24.215     71.208     58.123     76.774   -126.662    -43.971
      6.059     24.292     71.081     58.079     76.650   -126.944    -44.218
      6.060     24.368     70.954     58.035     76.526   -127.227    -44.465
      6.061     24.445     70.827     57.990     76.401   -127.509    -44.713
      6.062     24.521     70.699     57.945     76.275   -127.792    -44.962
      6.063     24.597     70.571     57.900     76.149   -128.075    -45.210
      6.064     24.673     70.443     57.855     76.022   -128.358    -45.459
      6.065     24.749     70.314     57.809     75.895   -128.641    -45.709
      6.066     24.825     70.185     57.763     75.767   -128.924    -45.959
      6.067     24.901     70.056     57.717     75.638   -129.208    -46.209
      6.068     24.977     69.927     57.671     75.509   -129.492    -46.460
      6.069     25.052     69.797     57.624     75.379   -129.776    -46.711
      6.070     25.127     69.667     57.578     75.249   -130.060    -46.963
      6.071     25.202     69.537     57.531     75.118   -130.344    -47.215
      6.072     25.278     69.407     57.483     74.986   -130.628    -47.467
      6.073     25.352     69.276     57.436     74.854   -130.913    -47.720
      6.074     25.427     69.145     57.388     74.721   -131.198    -47.973
      6.075     25.502     69.014     57.340     74.588   -131.483    -48.227
      6.076     25.576     68.882     57.291     74.454   -131.768    -48.481
      6.077     25.651     68.750     57.243     74.319   -132.053    -48.735
      6.078     25.725     68.618     57.194     74.184   -132.338    -48.990
      6.079     25.799     68.485     57.145     74.048   -132.624    -49.245
      6.080     25.873     68.353     57.095     73.912   -132.910    -49.501
      6.081     25.947     68.220     57.046     73.775   -133.196    -49.757
      6.082     26.021     68.086     56.996     73.637   -133.482    -50.014
      6.083     26.094     67.953     56.946     73.499   -133.768    -50.271
      6.084     26.168     67.819     56.895     73.360   -134.055    -50.529
      6.085     26.241     67.685     56.845     73.220   -134.341    -50.787
      6.086     26.314     67.550     56.794     73.080   -134.628    -51.045
      6.087     26.387     67.415     56.743     72.939   -134.915    -51.304
      6.088     26.460     67.280     56.691     72.797   -135.202    -51.563
      6.089     26.533     67.145     56.639     72.655   -135.490    -51.823
      6.090     26.605     67.009     56.587     72.512   -135.777    -52.083
      6.091     26.678     66.873     56.535     72.368   -136.065    -52.344
      6.092     26.750     66.737     56.483     72.224   -136.353    -52.605
      6.093     26.822     66.601     56.430     72.079   -136.641    -52.867
      6.094     26.894     66.464     56.377     71.934   -136.929    -53.129
      6.095     26.966     66.327     56.324     71.787   -137.218    -53.391
      6.096     27.038     66.189     56.270     71.640   -137.506    -53.654
      6.097     27.109     66.052     56.216     71.493   -137.795    -53.917
      6.098     27.181     65.914     56.162     71.345   -138.084    -54.181
      6.099     27.252     65.776     56.108     71.196   -138.373    -54.446
      6.100     27.323     65.637     56.054     71.046   -138.662    -54.710
      6.101     27.394     65.498     55.999     70.896   -138.952    -54.976
      6.102     27.465     65.359     55.944     70.744   -139.242    -55.242
      6.103     27.536     65.220     55.888     70.593   -139.531    -55.508
      6.104     27.606     65.080     55.833     70.440   -139.821    -55.774
      6.105     27.677     64.940     55.777     70.287   -140.112    -56.042
      6.106     27.747     64.800     55.720     70.133   -140.402    -56.309
      6.107     27.817     64.659     55.664     69.978   -140.693    -56.578
      6.108     27.887     64.518     55.607     69.823   -140.983    -56.846
      6.109     27.956     64.377     55.550     69.667   -141.274    -57.115
      6.110     28.026     64.236     55.493     69.510   -141.566    -57.385
      6.111     28.095     64.094     55.436     69.353   -141.857    -57.655
      6.112     28.165     63.952     55.378     69.195   -142.148    -57.926
      6.113     28.234     63.810     55.320     69.036   -142.440    -58.197
      6.114     28.303     63.667     55.261     68.876   -142.732    -58.468
      6.115     28.372     63.524     55.203     68.715   -143.024    -58.740
      6.116     28.440     63.381     55.144     68.554   -143.316    -59.013
      6.117     28.509     63.238     55.085     68.392   -143.609    -59.286
      6.118     28.577     63.094     55.025     68.229   -143.901    -59.560
      6.119     28.645     62.950     54.966     68.066   -144.194    -59.834
      6.120     28.713     62.806     54.906     67.902   -144.487    -60.109
      6.121     28.781     62.661     54.845     67.736   -144.780    -60.384
      6.122     28.849     62.516     54.785     67.571   -145.074    -60.659
      6.123     28.916     62.371     54.724     67.404   -145.367    -60.936
      6.124     28.983     62.225     54.663     67.237   -145.661    -61.212
      6.125     29.051     62.080     54.602     67.068   -145.955    -61.490
      6.126     29.118     61.933     54.540     66.899   -146.249    -61.767
      6.127     29.184     61.787     54.478     66.730   -146.543    -62.046
      6.128     29.251     61.640     54.416     66.559   -146.838    -62.325
      6.129     29.317     61.493     54.353     66.388   -147.132    -62.604
      6.130     29.384     61.346     54.291     66.216   -147.427    -62.884
      6.131     29.450     61.199     54.228     66.042   -147.722    -63.164
      6.132     29.516     61.051     54.164     65.869   -148.017    -63.445
      6.133     29.582     60.903     54.101     65.694   -148.313    -63.727
      6.134     29.647     60.754     54.037     65.519   -148.608    -64.009
      6.135     29.713     60.605     53.973     65.342   -148.904    -64.291
      6.136     29.778     60.456     53.908     65.165   -149.200    -64.574
      6.137     29.843     60.307     53.844     64.987   -149.496    -64.858
      6.138     29.908     60.157     53.779     64.808   -149.793    -65.142
      6.139     29.973     60.007     53.713     64.629   -150.089    -65.427
      6.140     30.037     59.857     53.648     64.448   -150.386    -65.713
      6.141     30.102     59.707     53.582     64.267   -150.683    -65.999
      6.142     30.166     59.556     53.516     64.084   -150.980    -66.285
      6.143     30.230     59.405     53.449     63.901   -151.277    -66.572
      6.144     30.294     59.253     53.383     63.717   -151.574    -66.860
      6.145     30.357     59.101     53.316     63.532   -151.872    -67.148
      6.146     30.421     58.949     53.248     63.347   -152.170    -67.437
      6.147     30.484     58.797     53.181     63.160   -152.468    -67.726
      6.148     30.547     58.644     53.113     62.972   -152.766    -68.016
      6.149     30.610     58.492     53.045     62.784   -153.064    -68.307
      6.150     30.672     58.338     52.976     62.594   -153.363    -68.598
      6.151     30.735     58.185     52.908     62.404   -153.662    -68.889
      6.152     30.797     58.031     52.839     62.213   -153.961    -69.182
      6.153     30.859     57.877     52.769     62.021   -154.260    -69.474
      6.154     30.921     57.722     52.700     61.828   -154.559    -69.768
      6.155     30.983     57.568     52.630     61.634   -154.859    -70.062
      6.156     31.045     57.413     52.559     61.439   -155.158    -70.357
      6.157     31.106     57.257     52.489     61.243   -155.458    -70.652
      6.158     31.167     57.102     52.418     61.046   -155.758    -70.948
      6.159     31.228     56.946     52.347     60.848   -156.059    -71.244
      6.160     31.289     56.790     52.276     60.650   -156.359    -71.541
      6.161     31.349     56.633     52.204     60.450   -156.660    -71.839
      6.162     31.410     56.476     52.132     60.249   -156.960    -72.137
      6.163     31.470     56.319     52.060     60.048   -157.261    -72.436
      6.164     31.530     56.162     51.987     59.845   -157.562    -72.736
      6.165     31.589     56.004     51.914     59.641   -157.864    -73.036
      6.166     31.649     55.846     51.841     59.437   -158.165    -73.337
      6.167     31.708     55.688     51.768     59.231   -158.467    -73.638
      6.168     31.767     55.529     51.694     59.025   -158.769    -73.940
      6.169     31.826     55.370     51.620     58.817   -159.071    -74.243
      6.170     31.885     55.211     51.545     58.608   -159.373    -74.546
      6.171     31.944     55.052     51.471     58.399   -159.676    -74.850
      6.172     32.002     54.892     51.396     58.188   -159.978    -75.155
      6.173     32.060     54.732     51.320     57.976   -160.281    -75.460
      6.174     32.118     54.571     51.245     57.764   -160.584    -75.766
      6.175     32.176     54.410     51.169     57.550   -160.887    -76.072
      6.176     32.233     54.249     51.093     57.335   -161.190    -76.380
      6.177     32.290     54.088     51.016     57.119   -161.494    -76.687
      6.178     32.347     53.926     50.939     56.902   -161.797    -76.996
      6.179     32.404     53.764     50.862     56.684   -162.101    -77.305
      6.180     32.461     53.602     50.785     56.465   -162.405    -77.615
      6.181     32.517     53.440     50.707     56.244   -162.709    -77.926
      6.182     32.573     53.277     50.629     56.023   -163.014    -78.237
      6.183     32.629     53.114     50.550     55.801   -163.318    -78.549
      6.184     32.685     52.950     50.472     55.577   -163.623    -78.861
      6.185     32.740     52.786     50.393     55.352   -163.928    -79.174
      6.186     32.795     52.622     50.313     55.127   -164.233    -79.488
      6.187     32.850     52.458     50.234     54.900   -164.538    -79.803
      6.188     32.905     52.293     50.154     54.672   -164.843    -80.118
      6.189     32.960     52.128     50.073     54.442   -165.149    -80.434
      6.190     33.014     51.963     49.993     54.212   -165.455    -80.751
      6.191     33.068     51.797     49.912     53.980   -165.761    -81.068
      6.192     33.122     51.631     49.831     53.748   -166.067    -81.386
      6.193     33.176     51.465     49.749     53.514   -166.373    -81.705
      6.194     33.229     51.299     49.667     53.279   -166.679    -82.025
      6.195     33.282     51.132     49.585     53.043   -166.986    -82.345
      6.196     33.335     50.965     49.503     52.805   -167.292    -82.666
      6.197     33.388     50.797     49.420     52.567   -167.599    -82.987
      6.198     33.440     50.629     49.337     52.327   -167.906    -83.310
      6.199     33.492     50.461     49.253     52.086   -168.213    -83.633
      6.200     33.544     50.293     49.169     51.844   -168.521    -83.957
      6.201     33.596     50.124     49.085     51.600   -168.828    -84.281
      6.202     33.648     49.955     49.001     51.355   -169.136    -84.606
      6.203     33.699     49.786     48.916     51.109   -169.444    -84.933
      6.204     33.750     49.617     48.831     50.862   -169.751    -85.259
      6.205     33.801     49.447     48.745     50.614   -170.060    -85.587
      6.206     33.851     49.276     48.660     50.364   -170.368    -85.915
      6.207     33.901     49.106     48.574     50.113   -170.676    -86.244
      6.208     33.951     48.935     48.487     49.860   -170.985    -86.574
      6.209     34.001     48.764     48.400     49.607   -171.293    -86.904
      6.210     34.051     48.592     48.313     49.352   -171.602    -87.236
      6.211     34.100     48.421     48.226     49.096   -171.911    -87.568
      6.212     34.149     48.249     48.138     48.838   -172.220    -87.901
      6.213     34.197     48.076     48.050     48.579   -172.529    -88.234
      6.214     34.246     47.904     47.962     48.319   -172.839    -88.568
      6.215     34.294     47.731     47.873     48.057   -173.148    -88.904
      6.216     34.342     47.557     47.784     47.794   -173.458    -89.240
      6.217     34.390     47.384     47.695     47.530   -173.767    -89.576
      6.218     34.437     47.210     47.605     47.264   -174.077    -89.914
      6.219     34.484     47.036     47.515     46.997   -174.387    -90.252
      6.220     34.531     46.861     47.424     46.729   -174.697    -90.591
      6.221     34.578     46.686     47.334     46.459   -175.008    -90.931
      6.222     34.624     46.511     47.242     46.187   -175.318    -91.272
      6.223     34.670     46.335     47.151     45.915   -175.629    -91.613
      6.224     34.716     46.160     47.059     45.640   -175.939    -91.956
      6.225     34.761     45.984     46.967     45.365   -176.250    -92.299
      6.226     34.806     45.807     46.875     45.088   -176.561    -92.643
      6.227     34.851     45.630     46.782     44.809   -176.872    -92.987
      6.228     34.896     45.453     46.689     44.529   -177.183    -93.333
      6.229     34.941     45.276     46.595     44.248   -177.494    -93.679
      6.230     34.985     45.098     46.501     43.965   -177.805    -94.027
      6.231     35.028     44.921     46.407     43.680   -178.116    -94.375
      6.232     35.072     44.742     46.313     43.394   -178.428    -94.724
      6.233     35.115     44.564     46.218     43.107   -178.739    -95.073
      6.234     35.158     44.385     46.122     42.818   -179.051    -95.424
      6.235     35.201     44.206     46.027     42.527   -179.363    -95.775
      6.236     35.243     44.026     45.931     42.235   -179.675    -96.128
      6.237     35.285     43.846     45.835     41.941   -179.987    -96.481
      6.238     35.327     43.666     45.738     41.646   -180.298    -96.835
      6.239     35.369     43.486     45.641     41.349   -180.611    -97.190
      6.240     35.410     43.305     45.543     41.050   -180.923    -97.546
      6.241     35.451     43.124     45.446     40.750   -181.235    -97.902
      6.242     35.491     42.942     45.348     40.449   -181.547    -98.260
      6.243     35.532     42.761     45.249     40.145   -181.860    -98.618
      6.244     35.572     42.579     45.150     39.840   -182.172    -98.978
      6.245     35.611     42.396     45.051     39.534   -182.484    -99.338
      6.246     35.651     42.214     44.952     39.225   -182.797    -99.699
      6.247     35.690     42.031     44.852     38.915   -183.110   -100.061
      6.248     35.729     41.847     44.752     38.604   -183.422   -100.424
      6.249     35.767     41.664     44.651     38.290   -183.735   -100.787
      6.250     35.805     41.480     44.550     37.975   -184.048   -101.152
      6.251     35.843     41.296     44.449     37.658   -184.360   -101.518
      6.252     35.880     41.111     44.347     37.340   -184.673   -101.884
      6.253     35.918     40.926     44.245     37.019   -184.986   -102.252
      6.254     35.954     40.741     44.143     36.697   -185.299   -102.620
      6.255     35.991     40.556     44.040     36.373   -185.612   -102.989
      6.256     36.027     40.370     43.937     36.048   -185.925   -103.360
      6.257     36.063     40.184     43.833     35.720   -186.237   -103.731
      6.258     36.099     39.998     43.729     35.391   -186.550   -104.103
      6.259     36.134     39.811     43.625     35.060   -186.863   -104.476
      6.260     36.169     39.624     43.520     34.727   -187.176   -104.850
      6.261     36.203     39.437     43.415     34.392   -187.489   -105.225
      6.262     36.238     39.249     43.310     34.055   -187.802   -105.601
      6.263     36.271     39.061     43.204     33.717   -188.115   -105.978
      6.264     36.305     38.873     43.098     33.376   -188.428   -106.355
      6.265     36.338     38.684     42.991     33.034   -188.741   -106.734
      6.266     36.371     38.495     42.884     32.690   -189.054   -107.114
      6.267     36.404     38.306     42.777     32.343   -189.366   -107.495
      6.268     36.436     38.116     42.669     31.995   -189.679   -107.876
      6.269     36.468     37.927     42.561     31.645   -189.992   -108.259
      6.270     36.499     37.736     42.453     31.293   -190.305   -108.643
      6.271     36.530     37.546     42.344     30.939   -190.617   -109.028
      6.272     36.561     37.355     42.235     30.583   -190.930   -109.413
      6.273     36.591     37.164     42.125     30.224   -191.242   -109.800
      6.274     36.621     36.973     42.015     29.864   -191.555   -110.188
      6.275     36.651     36.781     41.905     29.502   -191.867   -110.576
      6.276     36.680     36.589     41.794     29.138   -192.180   -110.966
      6.277     36.709     36.397     41.683     28.771   -192.492   -111.357
      6.278     36.738     36.204     41.571     28.403   -192.804   -111.749
      6.279     36.766     36.011     41.459     28.032   -193.116   -112.141
      6.280     36.794     35.818     41.347     27.659   -193.428   -112.535
      6.281     36.821     35.624     41.234     27.284   -193.740   -112.930
      6.282     36.848     35.430     41.121     26.907   -194.051   -113.326
      6.283     36.875     35.236     41.008     26.528   -194.363   -113.723
      6.284     36.902     35.042     40.894     26.146   -194.674   -114.121
      6.285     36.928     34.847     40.779     25.762   -194.986   -114.520
      6.286     36.953     34.652     40.665     25.376   -195.297   -114.920
      6.287     36.978     34.456     40.549     24.988   -195.608   -115.321
      6.288     37.003     34.260     40.434     24.598   -195.918   -115.723
      6.289     37.027     34.064     40.318     24.205   -196.229   -116.127
      6.290     37.051     33.868     40.202     23.810   -196.540   -116.531
      6.291     37.075     33.671     40.085     23.413   -196.850   -116.936
      6.292     37.098     33.474     39.968     23.013   -197.160   -117.343
      6.293     37.121     33.277     39.850     22.611   -197.470   -117.750
      6.294     37.143     33.079     39.732     22.206   -197.779   -118.159
      6.295     37.166     32.881     39.614     21.799   -198.089   -118.569
      6.296     37.187     32.683     39.495     21.390   -198.398   -118.980
      6.297     37.208     32.485     39.376     20.978   -198.707   -119.392
      6.298     37.229     32.286     39.256     20.564   -199.016   -119.805
      6.299     37.249     32.087     39.136     20.147   -199.324   -120.219
      6.300     37.269     31.887     39.016     19.728   -199.633   -120.634
      6.301     37.289     31.687     38.895     19.307   -199.940   -121.051
      6.302     37.308     31.487     38.774     18.883   -200.248   -121.468
      6.303     37.327     31.287     38.652     18.456   -200.555   -121.887
      6.304     37.345     31.086     38.530     18.026   -200.862   -122.307
      6.305     37.363     30.885     38.408     17.595   -201.169   -122.727
      6.306     37.380     30.684     38.285     17.160   -201.476   -123.149
      6.307     37.397     30.482     38.161     16.723   -201.782   -123.573
      6.308     37.413     30.280     38.037     16.283   -202.087   -123.997
      6.309     37.430     30.078     37.913     15.841   -202.393   -124.422
      6.310     37.445     29.875     37.789     15.396   -202.698   -124.849
      6.311     37.460     29.673     37.664     14.948   -203.002   -125.277
      6.312     37.475     29.469     37.538     14.497   -203.307   -125.706
      6.313     37.489     29.266     37.412     14.044   -203.610   -126.136
      6.314     37.503     29.062     37.286     13.588   -203.914   -126.567
      6.315     37.517     28.858     37.159     13.129   -204.217   -127.000
      6.316     37.529     28.654     37.032     12.667   -204.519   -127.433
      6.317     37.542     28.449     36.904     12.202   -204.821   -127.868
      6.318     37.554     28.244     36.776     11.735   -205.123   -128.304
      6.319     37.565     28.039     36.648     11.264   -205.424   -128.741
      6.320     37.576     27.833     36.519     10.791   -205.725   -129.179
      6.321     37.587     27.627     36.389     10.315   -206.025   -129.619
      6.322     37.597     27.421     36.259      9.836   -206.324   -130.060
      6.323     37.607     27.215     36.129      9.353   -206.623   -130.501
      6.324     37.616     27.008     35.998      8.868   -206.922   -130.945
      6.325     37.624     26.801     35.867      8.380   -207.220   -131.389
      6.326     37.632     26.594     35.736      7.888   -207.517   -131.834
      6.327     37.640     26.386     35.604      7.394   -207.814   -132.281
      6.328     37.647     26.178     35.471      6.896   -208.110   -132.729
      6.329     37.654     25.970     35.338      6.396   -208.406   -133.178
      6.330     37.660     25.761     35.205      5.892   -208.700   -133.628
      6.331     37.666     25.552     35.071      5.385   -208.995   -134.080
      6.332     37.671     25.343     34.936      4.875   -209.288   -134.533
      6.333     37.675     25.134     34.802      4.361   -209.581   -134.987
      6.334     37.680     24.924     34.667      3.844   -209.873   -135.442
      6.335     37.683     24.714     34.531      3.324   -210.164   -135.899
      6.336     37.686     24.504     34.395      2.801   -210.455   -136.356
      6.337     37.689     24.293     34.258      2.274   -210.745   -136.815
      6.338     37.691     24.082     34.121      1.744   -211.034   -137.275
      6.339     37.692     23.871     33.984      1.210   -211.322   -137.737
      6.340     37.693     23.659     33.846      0.673   -211.609   -138.200
      6.341     37.694     23.448     33.707      0.133   -211.896   -138.663
      6.342     37.693     23.236     33.568     -0.411   -212.181   -139.129
      6.343     37.693     23.023     33.429     -0.958   -212.466   -139.595
      6.344     37.691     22.811     33.289     -1.509   -212.750   -140.063
      6.345     37.690     22.598     33.149     -2.064   -213.033   -140.532
      6.346     37.687     22.385     33.008     -2.622   -213.315   -141.002
      6.347     37.684     22.171     32.867     -3.184   -213.596   -141.473
      6.348     37.681     21.957     32.725     -3.750   -213.876   -141.946
      6.349     37.677     21.743     32.583     -4.319   -214.155   -142.420
      6.350     37.672     21.529     32.440     -4.892   -214.432   -142.895
      6.351     37.667     21.315     32.297     -5.469   -214.709   -143.371
      6.352     37.661     21.100     32.154     -6.049   -214.985   -143.849
      6.353     37.655     20.885     32.009     -6.633   -215.260   -144.328
      6.354     37.648     20.669     31.865     -7.222   -215.533   -144.808
      6.355     37.641     20.454     31.720     -7.814   -215.805   -145.290
      6.356     37.632     20.238     31.574     -8.410   -216.076   -145.772
      6.357     37.624     20.021     31.428     -9.010   -216.346   -146.256
      6.358     37.614     19.805     31.282     -9.614   -216.615   -146.741
      6.359     37.605     19.588     31.135    -10.222   -216.882   -147.228
      6.360     37.594     19.371     30.987    -10.834   -217.148   -147.716
      6.361     37.583     19.154     30.839    -11.450   -217.412   -148.205
      6.362     37.571     18.936     30.691    -12.070   -217.675   -148.695
      6.363     37.559     18.719     30.542    -12.695   -217.937   -149.186
      6.364     37.546     18.500     30.393    -13.323   -218.198   -149.679
      6.365     37.532     18.282     30.243    -13.956   -218.456   -150.173
      6.366     37.518     18.064     30.092    -14.593   -218.714   -150.668
      6.367     37.503     17.845     29.941    -15.235   -218.970   -151.165
      6.368     37.487     17.626     29.790    -15.880   -219.224   -151.662
      6.369     37.471     17.406     29.638    -16.531   -219.477   -152.161
      6.370     37.454     17.187     29.486    -17.185   -219.728   -152.662
      6.371     37.437     16.967     29.333    -17.844   -219.977   -153.163
      6.372     37.419     16.747     29.179    -18.508   -220.225   -153.666
      6.373     37.400     16.526     29.025    -19.175   -220.470   -154.169
      6.374     37.380     16.306     28.871    -19.848   -220.715   -154.674
      6.375     37.360     16.085     28.716    -20.525   -220.957   -155.181
      6.376     37.339     15.864     28.560    -21.207   -221.197   -155.688
      6.377     37.318     15.643     28.405    -21.893   -221.436   -156.197
      6.378     37.295     15.421     28.248    -22.584   -221.672   -156.707
      6.379     37.272     15.199     28.091    -23.280   -221.907   -157.218
      6.380     37.249     14.977     27.934    -23.981   -222.139   -157.730
      6.381     37.224     14.755     27.776    -24.687   -222.370   -158.244
      6.382     37.199     14.532     27.617    -25.397   -222.598   -158.758
      6.383     37.174     14.310     27.458    -26.112   -222.825   -159.274
      6.384     37.147     14.087     27.299    -26.832   -223.049   -159.791
      6.385     37.120     13.864     27.139    -27.558   -223.270   -160.309
      6.386     37.092     13.640     26.978    -28.288   -223.490   -160.828
      6.387     37.063     13.417     26.817    -29.023   -223.707   -161.349
      6.388     37.034     13.193     26.655    -29.763   -223.922   -161.870
      6.389     37.004     12.969     26.493    -30.509   -224.134   -162.393
      6.390     36.973     12.745     26.331    -31.260   -224.344   -162.916
      6.391     36.941     12.520     26.167    -32.016   -224.551   -163.441
      6.392     36.909     12.295     26.004    -32.777   -224.756   -163.967
      6.393     36.876     12.071     25.839    -33.543   -224.958   -164.494
      6.394     36.842     11.846     25.675    -34.315   -225.157   -165.022
      6.395     36.807     11.620     25.509    -35.092   -225.354   -165.551
      6.396     36.772     11.395     25.344    -35.875   -225.548   -166.081
      6.397     36.735     11.169     25.177    -36.663   -225.739   -166.612
      6.398     36.698     10.943     25.010    -37.457   -225.927   -167.144
      6.399     36.661     10.717     24.843    -38.256   -226.112   -167.678
      6.400     36.622     10.491     24.675    -39.061   -226.294   -168.212
      6.401     36.582     10.265     24.506    -39.872   -226.473   -168.747
      6.402     36.542     10.038     24.337    -40.688   -226.648   -169.283
      6.403     36.501      9.811     24.168    -41.510   -226.821   -169.819
      6.404     36.459      9.585     23.998    -42.338   -226.990   -170.357
      6.405     36.416      9.358     23.827    -43.171   -227.156   -170.896
      6.406     36.373      9.130     23.656    -44.011   -227.318   -171.435
      6.407     36.328      8.903     23.484    -44.856   -227.477   -171.976
      6.408     36.283      8.675     23.312    -45.707   -227.632   -172.517
      6.409     36.237      8.448     23.139    -46.564   -227.784   -173.059
      6.410     36.190      8.220     22.966    -47.428   -227.932   -173.601
      6.411     36.142      7.992     22.792    -48.297   -228.076   -174.145
      6.412     36.093      7.764     22.618    -49.173   -228.216   -174.689
      6.413     36.044      7.535     22.443    -50.054   -228.353   -175.234
      6.414     35.993      7.307     22.267    -50.942   -228.485   -175.780
      6.415     35.942      7.078     22.091    -51.836   -228.613   -176.326
      6.416     35.890      6.850     21.915    -52.737   -228.737   -176.873
      6.417     35.836      6.621     21.737    -53.643   -228.857   -177.420
      6.418     35.782      6.392     21.560    -54.556   -228.973   -177.968
      6.419     35.727      6.163     21.381    -55.476   -229.084   -178.517
      6.420     35.671      5.934     21.203    -56.402   -229.190   -179.066
      6.421     35.614      5.705     21.023    -57.334   -229.292   -179.615
      6.422     35.557      5.475     20.843    -58.273   -229.390   -180.165
      6.423     35.498      5.246     20.663    -59.219   -229.482   -180.715
      6.424     35.438      5.016     20.482    -60.171   -229.570   -181.266
      6.425     35.378      4.787     20.300    -61.130   -229.652   -181.817
      6.426     35.316      4.557     20.118    -62.095   -229.730   -182.368
      6.427     35.253      4.327     19.936    -63.067   -229.802   -182.920
      6.428     35.190      4.097     19.753    -64.046   -229.870   -183.471
      6.429     35.125      3.867     19.569    -65.032   -229.931   -184.023
      6.430     35.060      3.637     19.385    -66.025   -229.988   -184.575
      6.431     34.993      3.407     19.200    -67.024   -230.039   -185.127
      6.432     34.926      3.177     19.014    -68.031   -230.084   -185.679
      6.433     34.857      2.947     18.828    -69.044   -230.123   -186.231
      6.434     34.788      2.717     18.642    -70.064   -230.157   -186.783
      6.435     34.717      2.487     18.455    -71.091   -230.185   -187.334
      6.436     34.645      2.257     18.267    -72.126   -230.206   -187.886
      6.437     34.573      2.027     18.079    -73.167   -230.221   -188.437
      6.438     34.499      1.796     17.890    -74.216   -230.230   -188.988
      6.439     34.424      1.566     17.701    -75.271   -230.233   -189.539
      6.440     34.348      1.336     17.511    -76.334   -230.229   -190.089
      6.441     34.272      1.106     17.321    -77.404   -230.218   -190.639
      6.442     34.194      0.875     17.130    -78.481   -230.201   -191.188
      6.443     34.115      0.645     16.938    -79.565   -230.176   -191.736
      6.444     34.035      0.415     16.746    -80.657   -230.145   -192.284
      6.445     33.953      0.185     16.554    -81.755   -230.106   -192.831
      6.446     33.871     -0.045     16.361    -82.861   -230.060   -193.377
      6.447     33.788     -0.275     16.167    -83.974   -230.007   -193.923
      6.448     33.703     -0.505     15.973    -85.095   -229.946   -194.467
      6.449     33.617     -0.735     15.778    -86.223   -229.878   -195.011
      6.450     33.531     -0.965     15.583    -87.358   -229.801   -195.553
      6.451     33.443     -1.195     15.387    -88.501   -229.717   -196.094
      6.452     33.354     -1.424     15.191    -89.650   -229.625   -196.634
      6.453     33.263     -1.654     14.994    -90.807   -229.524   -197.172
      6.454     33.172     -1.883     14.796    -91.972   -229.415   -197.709
