#         t          x          y          z         vx         vy         vz
      9.669     67.552     88.086     79.374     31.709    -12.428     -4.342
      9.670     67.584     88.073     79.370     31.563    -12.582     -4.487
      9.671     67.615     88.061     79.365     31.418    -12.737     -4.631
      9.672     67.647     88.048     79.361     31.273    -12.891     -4.776
      9.673     67.678     88.035     79.356     31.128    -13.045     -4.920
      9.674     67.709     88.022     79.351     30.983    -13.199     -5.064
      9.675     67.740     88.008     79.346     30.838    -13.353     -5.209
      9.676     67.771     87.995     79.341     30.692    -13.507     -5.353
      9.677     67.801     87.981     79.335     30.547    -13.661     -5.497
      9.678     67.832     87.968     79.330     30.402    -13.814     -5.640
      9.679     67.862     87.954     79.324     30.257    -13.967     -5.784
      9.680     67.892     87.940     79.318     30.112    -14.120     -5.928
      9.681     67.922     87.926     79.312     29.967    -14.274     -6.071
      9.682     67.952     87.911     79.306     29.822    -14.426     -6.215
      9.683     67.982     87.897     79.300     29.677    -14.579     -6.358
      9.684     68.011     87.882     79.293     29.532    -14.732     -6.501
      9.685     68.041     87.867     79.287     29.387    -14.884     -6.644
      9.686     68.070     87.852     79.280     29.242    -15.036     -6.787
      9.687     68.099     87.837     79.273     29.097    -15.189     -6.930
      9.688     68.128     87.822     79.266     28.952    -15.341     -7.072
      9.689     68.157     87.806     79.259     28.808    -15.493     -7.215
      9.690     68.186     87.791     79.252     28.663    -15.644     -7.357
      9.691     68.215     87.775     79.244     28.518    -15.796     -7.500
      9.692     68.243     87.759     79.237     28.373    -15.947     -7.642
      9.693     68.271     87.743     79.229     28.229    -16.099     -7.784
      9.694     68.300     87.727     79.221     28.084    -16.250     -7.926
      9.695     68.328     87.711     79.213     27.939    -16.401     -8.068
      9.696     68.355     87.694     79.205     27.795    -16.552     -8.210
      9.697     68.383     87.678     79.197     27.650    -16.703     -8.352
      9.698     68.411     87.661     79.188     27.505    -16.854     -8.493
      9.699     68.438     87.644     79.180     27.361    -17.004     -8.635
      9.700     68.465     87.627     79.171     27.216    -17.155     -8.776
      9.701     68.493     87.610     79.162     27.072    -17.305     -8.917
      9.702     68.520     87.592     79.153     26.928    -17.455     -9.058
      9.703     68.546     87.575     79.144     26.783    -17.605     -9.199
      9.704     68.573     87.557     79.135     26.639    -17.755     -9.340
      9.705     68.600     87.539     79.125     26.495    -17.905     -9.481
      9.706     68.626     87.521     79.116     26.350    -18.055     -9.622
      9.707     68.652     87.503     79.106     26.206    -18.204     -9.763
      9.708     68.679     87.485     79.096     26.062    -18.354     -9.903
      9.709     68.705     87.466     79.086     25.918    -18.503    -10.044
      9.710     68.730     87.448     79.076     25.774    -18.652    -10.184
      9.711     68.756     87.429     79.066     25.630    -18.801    -10.324
      9.712     68.782     87.410     79.055     25.486    -18.950    -10.465
      9.713     68.807     87.391     79.045     25.342    -19.099    -10.605
      9.714     68.832     87.372     79.034     25.198    -19.248    -10.745
      9.715     68.857     87.353     79.023     25.054    -19.397    -10.885
      9.716     68.882     87.333     79.012     24.910    -19.545    -11.024
      9.717     68.907     87.314     79.001     24.767    -19.694    -11.164
      9.718     68.932     87.294     78.990     24.623    -19.842    -11.304
      9.719     68.956     87.274     78.979     24.479    -19.990    -11.443
      9.720     68.981     87.254     78.967     24.336    -20.139    -11.583
      9.721     69.005     87.234     78.956     24.192    -20.287    -11.722
      9.722     69.029     87.213     78.944     24.048    -20.435    -11.861
      9.723     69.053     87.193     78.932     23.905    -20.582    -12.001
      9.724     69.077     87.172     78.920     23.762    -20.730    -12.140
      9.725     69.101     87.151     78.908     23.618    -20.878    -12.279
      9.726     69.124     87.130     78.895     23.475    -21.025    -12.418
      9.727     69.148     87.109     78.883     23.332    -21.173    -12.556
      9.728     69.171     87.088     78.870     23.188    -21.320    -12.695
      9.729     69.194     87.067     78.857     23.045    -21.467    -12.834
      9.730     69.217     87.045     78.844     22.902    -21.615    -12.973
      9.731     69.240     87.023     78.831     22.759    -21.762    -13.111
      9.732     69.263     87.002     78.818     22.616    -21.909    -13.250
      9.733     69.285     86.980     78.805     22.473    -22.056    -13.388
      9.734     69.308     86.957     78.791     22.330    -22.202    -13.526
      9.735     69.330     86.935     78.778     22.187    -22.349    -13.664
      9.736     69.352     86.913     78.764     22.044    -22.496    -13.803
      9.737     69.374     86.890     78.750     21.901    -22.642    -13.941
      9.738     69.396     86.868     78.736     21.759    -22.789    -14.079
      9.739     69.417     86.845     78.722     21.616    -22.935    -14.217
      9.740     69.439     86.822     78.708     21.473    -23.082    -14.355
      9.741     69.460     86.798     78.693     21.331    -23.228    -14.492
      9.742     69.482     86.775     78.679     21.188    -23.374    -14.630
      9.743     69.503     86.752     78.664     21.045    -23.520    -14.768
      9.744     69.524     86.728     78.649     20.903    -23.666    -14.905
      9.745     69.545     86.704     78.634     20.761    -23.812    -15.043
      9.746     69.565     86.681     78.619     20.618    -23.958    -15.181
      9.747     69.586     86.656     78.604     20.476    -24.104    -15.318
      9.748     69.606     86.632     78.589     20.334    -24.250    -15.455
      9.749     69.626     86.608     78.573     20.191    -24.396    -15.593
      9.750     69.647     86.584     78.557     20.049    -24.541    -15.730
      9.751     69.667     86.559     78.542     19.907    -24.687    -15.867
      9.752     69.686     86.534     78.526     19.765    -24.832    -16.004
      9.753     69.706     86.509     78.510     19.623    -24.978    -16.141
      9.754     69.726     86.484     78.493     19.481    -25.123    -16.279
      9.755     69.745     86.459     78.477     19.339    -25.269    -16.416
      9.756     69.764     86.434     78.460     19.197    -25.414    -16.552
      9.757     69.783     86.408     78.444     19.055    -25.559    -16.689
      9.758     69.802     86.383     78.427     18.913    -25.704    -16.826
      9.759     69.821     86.357     78.410     18.771    -25.850    -16.963
      9.760     69.840     86.331     78.393     18.630    -25.995    -17.100
      9.761     69.859     86.305     78.376     18.488    -26.140    -17.236
      9.762     69.877     86.279     78.359     18.346    -26.285    -17.373
      9.763     69.895     86.252     78.341     18.205    -26.430    -17.510
      9.764     69.913     86.226     78.324     18.063    -26.574    -17.646
      9.765     69.931     86.199     78.306     17.922    -26.719    -17.783
      9.766     69.949     86.172     78.288     17.780    -26.864    -17.919
      9.767     69.967     86.145     78.270     17.639    -27.009    -18.056
